,Sentiment,Score,Tweet
1662,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1663,Positive,0.4,Hillary Clinton walking into a working class persons home is still the funniest most powerful image I ve seen
1664,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
1665,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1666,Neutral,0.1,Corona is going to make Trump lose the election Biden s dementia will be declared too far progressed for him to le
1667,Negative,-0.4,Hillary Clinton is a war criminal
1668,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1669,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1670,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
1671,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1672,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1673,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1674,Negative,-0.16666666666666666,Where are Hillary Clinton s text messages uncovered the hidden Clinton emails and now we ve uncovered that S
1675,Neutral,0.0,Admit Hillary Clinton lost 2016 because of sexism On who s part Could it be GASP On the part
1676,Neutral,0.0,Hillary Clinton getting anti progressive democrats to still bring her name up in tweets 4 years after she and the D
1677,Negative,-0.033333333333333326,joe biden has hillary clinton s awful policy record combined with trump s obvious senility absolutely incredible to wat
1678,Positive,0.4,Before Warren adopted I have a plan for that made the case that wonkiness is an important quality for
1679,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1680,Neutral,0.0,Hillary clinton is the smartest woman in america
1681,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1682,Positive,0.25,Not wading into politics after swearing them off but if Joe Biden is the nominee a funny troll would be to write in
1683,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1684,Positive,0.375,And yet he s winning the primary by far more than Hillary Clinton
1685,Negative,-0.4,I still just can t understand the thought process behind it Damn Hillary Clinton couldn t get it done Maybe
1686,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1687,Neutral,0.0,Possible Hillary has no shame whatsoever I truly believe she s a psychopath She just doesn t understand ppl can t stand he
1688,Positive,0.29583333333333334,gear Peter Strozk free Andrew McCabe free Hillary Clinton free James Comey free Seth Rich killed Epstein suicid
1689,Neutral,0.0,hillary clinton is sitting at her folding table turned computer desk and playing counter strike dea
1690,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1691,Positive,0.28125,Rashida Tlaib Haters will shut up when we win So much winning Moral of the story Don t mess with Hillary Clinton Whe
1692,Positive,0.4,Hillary Clinton walking into a working class persons home is still the funniest most powerful image I ve seen
1693,Negative,-0.3,knight All white people who voted Biden Trump weren t motivated by populist policy They just hated Hillary Clinton enough to v
1694,Positive,0.25,Get Donna Brazile OFF Fox She shouldn t have ever been hired in the first place Telling the RNC Chairwoman to go to he
1695,Negative,-0.1375,So it seems pretty clear that the majority of Bernie s revolution was just white dudes who REALLY hated Hillary C
1696,Positive,0.8,I m allowed to be happy that Biden is wining and still pissed as hell at what misogyny did to Hillary Clinton in 2016
1697,Neutral,0.0,Yes in 2016 with Hillary Clinton
1698,Negative,-0.15555555555555559,The County That Took Down Hillary Just Canceled Bernie
1699,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1700,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
1701,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1702,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
1703,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1704,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1705,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1706,Neutral,0.10714285714285714,Juanita Broaddrick slams garbage Hulu documentary on Hillary Clinton Pure Garbage
1707,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1708,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1709,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1710,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1711,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1712,Negative,-0.041666666666666664,Donald J Trump the polar opposite of Hillary R Clinton
1713,Neutral,0.0,Hillary Clinton Got away with it The only privilege this screams is Of POLITICAL POWER What hurts the public after it fester
1714,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1715,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1716,Positive,0.5,Yeah I m sure Hillary Clinton will not be remembered for anything Also I love how y all are making this about Sanders It
1717,Positive,0.6,vids hillary clinton has condemned bernie sanders more than she has condemned her good buddy jeffery epstein
1718,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1719,Neutral,0.0,jrmr He ll pick Hillary Clinton and then mysteriously die 6 months into office
1720,Neutral,0.0,If being a Bernie Bro means calling bullshit for what it is then in the words of Hillary Clinton Deal me in Be
1721,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1722,Negative,-0.1,Joe Biden comes out on the convention center stage to claim the nomination psyche It is Hillary Clinton wearing a Joe
1723,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1724,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
1725,Neutral,0.0,elliott I swallowed my pride and cast a vote for Hillary Clinton in 2016 I will not cast a vote for Joe Biden shall he receive t
1726,Neutral,0.1,With Joe Biden over performing Hillary Clinton in Missouri and Michigan by what looks to be considerable margins we a
1727,Neutral,0.0,this hillary clinton documentary has me e m o t i o n a l
1728,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1729,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1730,Positive,0.3666666666666667,Biden is wildly overperforming Clinton against a Sanders campaign that is much better organized and has a lot more money t
1731,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1732,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
1733,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1734,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1735,Neutral,0.0,Posted for amusement not as an endorsement the prediction market PredictIt now says that Hillary Clinton not Bernie
1736,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1737,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1738,Neutral,0.0,Hillary Clinton should be in the Hague though
1739,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1740,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1741,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1742,Neutral,0.0,If you believes GOP lies about Hillary Clinton and voted 3rd par
1743,Negative,-0.15555555555555559,The County That Took Down Hillary Just Canceled Bernie
1744,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1745,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1746,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1747,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1748,Positive,0.25,It looks like the only crime Hillary Clinton committed in 2016 was being a competent woman looking for power Going to b
1749,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1750,Positive,0.28125,Rashida Tlaib Haters will shut up when we win So much winning Moral of the story Don t mess with Hillary Clinton Whe
1751,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1752,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1753,Negative,-0.15000000000000002,Joe Biden is a worse candidate than Hillary Clinton in every conceivable way The fact that he s outperforming her numbers a
1754,Negative,-0.44166666666666665,A simple fact the majority of black voters are stupid brain washed idiots like the rest of the country They have
1755,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1756,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1757,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1758,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1759,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1760,Positive,0.2875,knight Becoming more obvious that tons of people who voted Bernie in 16 were really just voting against Hillary Clinton Demora
1761,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1762,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
1763,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1764,Neutral,0.0,Hillary Clinton lost in 2016 because she was a nothing candidate She was a big nothing sandwich with not
1765,Positive,0.8,I m allowed to be happy that Biden is wining and still pissed as hell at what misogyny did to Hillary Clinton in 2016
1766,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1767,Positive,0.8,I m allowed to be happy that Biden is wining and still pissed as hell at what misogyny did to Hillary Clinton in 2016
1768,Negative,-0.2916666666666667,Why is it so hard for people to just admit that voters just didn t like Hillary Clinton
1769,Neutral,0.0,I d like to think Hillary Clinton is somewhere on a private island sipping from billion dollar wine and watching us burn
1770,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1771,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1772,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1773,Neutral,0.0,Without Hillary Clinton In The Race Sanders Rural Edge Disappeared
1774,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1775,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1776,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1777,Neutral,0.0,Hillary clinton is the physical manifestation of political corruption
1778,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1779,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1780,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1781,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1782,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1783,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1784,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1785,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
1786,Neutral,0.0,INMATE
1787,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1788,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1789,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1790,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1791,Positive,0.375,THE SCOOP Publishers rejected s original title for the upcoming children s book on gardening Politic
1792,Positive,0.2875,knight Becoming more obvious that tons of people who voted Bernie in 16 were really just voting against Hillary Clinton Demora
1793,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1794,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1795,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1796,Positive,0.25,The Democratic party is not a liberal party it is a centrist corporation supporting org
1797,Positive,0.24285714285714288,This is a near perfect experiment The exact same candidate with nearly the exact same message except this time he s n
1798,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1799,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1800,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1801,Positive,0.4875,Fed We should recall that the original radical feminist vision was of a society without hierarchies of any kind We can t sett
1802,Neutral,0.16818181818181818,Reminder for people who live in the real world instead of writing politics fanfic that Bernie campaigned for Hillary whil
1803,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1804,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
1805,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1806,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
1807,Negative,-0.3,Hillary Clinton should not be a Hermione Granger martyr for the democratic party She sucked She still sucks The
1808,Neutral,0.06666666666666665,People who love Hillary Clinton tend to be the most privileged and downright annoying people on the inter
1809,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1810,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
1811,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
1812,Negative,-0.3,1 EXPOSED JAMES COMEY S CLINTON FOUNDATION CONNECTION Now we know why dirty cop Comey didn t want to indict overly crooked
1813,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1814,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1815,Neutral,0.0,Hillary Clinton
1816,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1817,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
1818,Neutral,0.0,Bernie Sanders and his allies underestimated the role anti Clinton sentiment played in building his 2016 coalition https
1819,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1820,Neutral,0.0,Posted for amusement not as an endorsement the prediction market PredictIt now says that Hillary Clinton not Bernie
1821,Negative,-0.04999999999999999,Hillary Clinton is evil Stop pretending she s this incredible righteous woman She came she saw she co
1822,Positive,0.38,vids I love to be a socialist Hillary Clinton stan that very real thing that exists
1823,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1824,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1825,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1826,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1827,Positive,0.7,rly tho Good luck running a candidate with an almost identical resume as Hillary Clinton except act
1828,Neutral,0.1,Laura Loomer to Hillary Clinton The American people would really like to know what happened to the 33 000 emails I
1829,Neutral,0.0,Without Hillary Clinton In The Race Sanders Rural Edge Disappeared
1830,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1831,Neutral,0.0,They will anyway Just like arrogant Hillary Clinton
1832,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1833,Neutral,0.0,i can confirm that hillary clinton s redacted is a zipper that was not made in the USA
1834,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
1835,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1836,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1837,Neutral,0.04999999999999999,Hillary Clinton is a war criminal Can y all find someone better to stan Its embarrassing
1838,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1839,Neutral,0.0,Hey Michael do you know who s not running for President Hillary Clinton
1840,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1841,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1842,Neutral,0.0,But Hillary doesn t that include your harassing and trying to silence victims of Bill Surprise you re definitely a
1843,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1844,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1845,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
1846,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1847,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1848,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1849,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1850,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1851,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1852,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1853,Neutral,0.0,Tonight the political world is finally waking up to just how deathly unpopular Hillary Clinton is and was especially am
1854,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1855,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1856,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1857,Negative,-0.16666666666666666,Why in all The Primaries amp Caucuses Bernie Sanders got less Percent and Votes than
1858,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1859,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1860,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1861,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1862,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1863,Negative,-0.06666666666666667,Or kids killed in Yemen or kids in Libya thanks to Hillary or millions in Irak killed by Bush
1864,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1865,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1866,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1867,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1868,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1869,Neutral,0.0,If only Hillary Clinton hadn t given speeches to Wall Street bankers and had ladyparts
1870,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1871,Neutral,0.0,progress Neera said that anyone criticizing Hillary Clinton is a traitor and anyone criticizin
1872,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1873,Positive,0.5,Killary Benghazi will never be forgotten Your emails are not forgotten You owe those families more than you can gi
1874,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1875,Neutral,0.1,Laura Loomer to Hillary Clinton The American people would really like to know what happened to the 33 000 emails I
1876,Negative,-0.15000000000000002,Joe Biden is a worse candidate than Hillary Clinton in every conceivable way The fact that he s outperforming her numbers a
1877,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
1878,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1879,Negative,-0.033333333333333326,joe biden has hillary clinton s awful policy record combined with trump s obvious senility absolutely incredible to wat
1880,Neutral,0.0,paranoia I voted for Hillary Clinton in 2016 and learned my lesson Joe Biden and Donald Trump don t deserve my vote
1881,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1882,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1883,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1884,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1885,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1886,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1887,Neutral,0.0,in case you don t get it the joke is that Joe Biden whose policies hurt people extended his delegate lead over Bernie Sa
1888,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1889,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1890,Positive,0.5,Gee what was it about Hillary Clinton that made her lose all those demographics that Biden is winning
1891,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1892,Positive,0.3333333333333333,Alta Volta IF YOU BELIEVE THIS YOU LL BELIEVE IN THE TOOTH FAIRY Crooked Hillary Clinton Comes Unglued I M MOST INNOCENT PERSO
1893,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1894,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1895,Neutral,0.0,I bet Drumpf will complain like he did against Hillary Clinton in debates if they are opposite NFL games
1896,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1897,Positive,0.2375,schilling I d like to think Hillary Clinton is somewhere asleep because she s really old and rich
1898,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1899,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1900,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1901,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1902,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1903,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1904,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1905,Neutral,0.0,The Five reacts to Hillary Clinton s attacks on both Sanders Biden via
1906,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1907,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1908,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1909,Neutral,0.0,You d think by now that Americans would have come to terms with the utter redundancy of Hillary Clinton amp have move
1910,Negative,-0.041666666666666664,Donald J Trump the polar opposite of Hillary R Clinton
1911,Neutral,0.1,With Joe Biden over performing Hillary Clinton in Missouri and Michigan by what looks to be considerable margins we a
1912,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1913,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
1914,Neutral,0.1,With Joe Biden over performing Hillary Clinton in Missouri and Michigan by what looks to be considerable margins we a
1915,Positive,0.4875,Fed We should recall that the original radical feminist vision was of a society without hierarchies of any kind We can t sett
1916,Neutral,0.0,sheragy Jeffrey Epstein and Harvey Weinstein supported Hillary Clinton So you re saying Hilla
1917,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1918,Negative,-0.16666666666666666,If our recent history in the last 30 years tells us anything it would be that Biden is doomed to fail
1919,Positive,0.7,I d like to think Hillary Clinton is somewhere tonight at a billionaire pedophile s Lolita Express having a good ti
1920,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1921,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
1922,Neutral,0.0,Hillary Clinton said we have imported wahabi sect of islam from saudi arabia
